win,turret_plates,early_roam_kills,first_blood,first_tower,first_dragon,first_rift_herald,void_grubs,min15_kills,min15_deaths,min15_assists,min15_wards_placed,min15_wards_killed,min15_control_wards,min15_cs,min15_cs_diff,min15_xp_diff,history_wr_global,history_wr_champ,racha_previa,is_MMR_check,role_JUNGLE,role_MIDDLE,role_TOP,role_UTILITY,is_flex
0,1,1,1,0,0,0,3,1.0,1.0,5.0,12.0,4.0,3.0,20.0,4.0,-415.0,0.49404761904761907,0.5454545454545454,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0,2.0,1.0,3.0,11.0,2.0,2.0,22.0,3.0,521.0,0.49258160237388726,0.5333333333333333,-1,0,0,0,0,1,0
1,0,1,1,1,0,1,3,3.0,2.0,6.0,10.0,4.0,3.0,20.0,5.0,648.0,0.4911242603550296,0.6,-2,0,0,0,0,1,0
1,0,0,0,1,0,0,3,2.0,3.0,6.0,12.0,0.0,1.0,14.0,-9.0,-827.0,0.49262536873156343,0.5217391304347826,1,0,0,0,0,1,0
0,1,1,0,1,1,1,3,3.0,2.0,5.0,8.0,0.0,0.0,16.0,-2.0,1004.0,0.49411764705882355,0.6190476190476191,2,0,0,0,0,1,0
1,0,0,1,1,1,0,3,0.0,4.0,5.0,10.0,3.0,2.0,26.0,13.0,-746.0,0.49266862170087977,0.5909090909090909,-1,0,0,0,0,1,0
0,2,1,1,1,1,1,3,3.0,1.0,7.0,10.0,3.0,2.0,18.0,1.0,1814.0,0.49415204678362573,0.6086956521739131,1,0,0,0,0,1,0
1,2,0,1,1,1,1,3,2.0,2.0,7.0,4.0,6.0,1.0,24.0,4.0,125.0,0.49271137026239065,0.5833333333333334,-1,0,0,0,0,1,0
0,1,1,1,1,0,1,3,3.0,1.0,3.0,10.0,1.0,1.0,20.0,-1.0,235.0,0.4941860465116279,0.6,1,0,0,0,0,1,0
1,3,0,1,1,1,0,2,0.0,1.0,8.0,9.0,2.0,2.0,18.0,-14.0,-183.0,0.4927536231884058,0.5319148936170213,-1,0,0,0,0,1,0
0,1,2,0,0,1,1,1,3.0,1.0,3.0,9.0,4.0,0.0,22.0,0.0,-72.0,0.49421965317919075,0.5769230769230769,1,0,0,0,0,1,0
0,0,0,1,1,1,1,0,2.0,2.0,3.0,8.0,1.0,0.0,23.0,6.0,901.0,0.49279538904899134,0.5416666666666666,-1,0,0,0,0,1,0
0,0,0,0,1,1,1,3,0.0,0.0,5.0,10.0,1.0,1.0,20.0,1.0,1182.0,0.49137931034482757,0.5555555555555556,-2,0,0,0,0,1,0
0,0,0,1,1,1,0,3,1.0,2.0,5.0,1.0,0.0,1.0,67.0,-31.0,-2127.0,0.4899713467048711,0.5918367346938775,-3,0,1,0,0,0,0
0,1,0,0,0,0,0,2,1.0,6.0,4.0,8.0,0.0,2.0,25.0,7.0,-1881.0,0.48857142857142855,0.5306122448979592,-4,0,0,0,0,1,0
0,0,0,1,0,1,0,2,0.0,4.0,3.0,6.0,2.0,1.0,94.0,-45.0,-1518.0,0.48717948717948717,0.4,-5,0,0,1,0,0,0
0,1,2,1,0,0,0,0,4.0,2.0,3.0,8.0,1.0,3.0,88.0,-44.0,-1339.0,0.48579545454545453,0.7,-6,0,0,1,0,0,0
1,0,1,1,0,1,1,0,2.0,1.0,3.0,6.0,0.0,1.0,103.0,-6.0,27.0,0.48441926345609065,0.3333333333333333,-7,0,0,1,0,0,0
1,0,1,1,1,0,1,3,1.0,0.0,0.0,6.0,0.0,1.0,103.0,-25.0,37.0,0.4858757062146893,0.42857142857142855,1,0,0,1,0,0,0
1,7,1,1,1,0,1,3,9.0,4.0,3.0,11.0,3.0,1.0,24.0,-10.0,384.0,0.48732394366197185,0.5357142857142857,2,0,0,0,0,1,0
0,0,0,0,0,0,1,0,3.0,1.0,0.0,5.0,0.0,1.0,122.0,14.0,197.0,0.4887640449438202,0.5,3,1,0,1,0,0,0
0,1,0,0,0,0,0,2,2.0,4.0,4.0,10.0,2.0,0.0,23.0,2.0,-237.0,0.48739495798319327,0.5517241379310345,-1,0,0,0,0,1,0
1,0,0,0,0,1,1,1,0.0,1.0,3.0,5.0,1.0,1.0,105.0,-18.0,-366.0,0.4860335195530726,0.4444444444444444,-2,0,0,1,0,0,0
0,0,0,1,1,0,0,3,5.0,1.0,6.0,12.0,3.0,2.0,21.0,3.0,1209.0,0.48746518105849584,0.5333333333333333,1,0,0,0,0,1,0
0,3,0,1,1,0,1,2,4.0,1.0,1.0,7.0,0.0,3.0,110.0,14.0,784.0,0.4861111111111111,0.5,-1,0,0,1,0,0,0
1,0,0,1,1,0,0,3,2.0,2.0,0.0,6.0,1.0,1.0,116.0,-14.0,-566.0,0.48476454293628807,0.45454545454545453,-2,0,0,1,0,0,0
1,0,0,1,1,1,0,2,0.0,2.0,6.0,6.0,0.0,2.0,104.0,21.0,863.0,0.4861878453038674,0.5,1,0,0,1,0,0,0
0,2,0,0,0,0,0,1,3.0,2.0,3.0,6.0,1.0,2.0,105.0,8.0,722.0,0.48760330578512395,0.5384615384615384,2,0,0,1,0,0,0
1,3,0,1,0,0,0,0,1.0,2.0,1.0,5.0,1.0,1.0,118.0,9.0,-132.0,0.48626373626373626,0.5,-1,0,0,1,0,0,0
1,2,0,0,1,1,0,3,2.0,3.0,3.0,5.0,0.0,1.0,81.0,-35.0,-902.0,0.4876712328767123,0.6363636363636364,1,0,0,1,0,0,0
0,2,1,1,1,1,0,1,4.0,0.0,4.0,7.0,1.0,1.0,89.0,-2.0,555.0,0.4890710382513661,0.6666666666666666,2,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1.0,3.0,2.0,4.0,0.0,1.0,86.0,-41.0,-1468.0,0.4877384196185286,0.6153846153846154,-1,0,0,1,0,0,0
1,0,0,0,0,1,1,3,5.0,2.0,2.0,5.0,1.0,2.0,113.0,-9.0,348.0,0.48641304347826086,0.5333333333333333,-2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0.0,4.0,0.0,4.0,1.0,0.0,79.0,-67.0,-2723.0,0.4878048780487805,0.5625,1,0,0,1,0,0,0
1,1,1,1,1,0,0,1,3.0,2.0,1.0,5.0,0.0,1.0,109.0,13.0,1170.0,0.4864864864864865,0.5294117647058824,-1,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0.0,6.0,3.0,4.0,1.0,1.0,16.0,0.0,-1422.0,0.48787061994609165,0.5161290322580645,1,0,0,0,0,1,0
0,0,0,1,0,1,1,0,0.0,3.0,0.0,4.0,0.0,1.0,80.0,-24.0,-683.0,0.48655913978494625,0.5714285714285714,-1,0,0,1,0,0,0
1,4,0,0,1,0,0,0,3.0,1.0,0.0,7.0,0.0,2.0,137.0,47.0,1572.0,0.48525469168900803,0.5,-2,0,0,1,0,0,0
1,2,0,0,1,0,1,3,3.0,0.0,1.0,3.0,0.0,0.0,120.0,-7.0,1019.0,0.48663101604278075,0.5,1,0,0,1,0,0,0
1,4,0,1,1,0,1,3,2.0,2.0,1.0,5.0,0.0,2.0,120.0,26.0,602.0,0.488,1.0,2,0,0,1,0,0,0
1,1,0,0,0,0,0,2,1.0,4.0,1.0,8.0,0.0,2.0,128.0,20.0,-559.0,0.48936170212765956,1.0,3,1,0,1,0,0,0
1,2,0,1,1,1,1,3,1.0,1.0,6.0,9.0,1.0,2.0,24.0,1.0,333.0,0.4907161803713528,0.5,4,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0.0,2.0,4.0,9.0,3.0,2.0,17.0,7.0,-54.0,0.49206349206349204,0.5,5,0,0,0,0,1,0
1,2,0,0,1,0,0,3,1.0,3.0,6.0,6.0,1.0,2.0,104.0,31.0,1230.0,0.49076517150395776,1.0,-1,0,0,1,0,0,0
0,1,0,1,0,1,0,0,2.0,3.0,7.0,6.0,4.0,2.0,24.0,-3.0,333.0,0.4921052631578947,0.5,1,0,0,0,0,1,0
0,2,1,0,0,1,0,0,2.0,1.0,3.0,6.0,2.0,1.0,117.0,-20.0,-89.0,0.49081364829396323,1.0,-1,0,0,1,0,0,0
0,3,0,0,1,0,1,3,2.0,0.0,1.0,6.0,2.0,2.0,128.0,-9.0,-545.0,0.4895287958115183,0.8,-2,0,0,1,0,0,0
1,5,2,0,1,1,1,2,5.0,1.0,0.0,7.0,2.0,2.0,126.0,59.0,2207.0,0.48825065274151436,0.6666666666666666,-3,0,0,1,0,0,0
1,0,0,0,0,0,1,3,1.0,0.0,2.0,5.0,4.0,1.0,126.0,26.0,651.0,0.4895833333333333,0.7142857142857143,1,0,0,1,0,0,0
0,1,0,1,1,1,0,2,2.0,1.0,2.0,1.0,0.0,0.0,122.0,-4.0,924.0,0.4909090909090909,0.75,2,0,0,1,0,0,0
1,2,0,1,0,1,1,3,1.0,1.0,2.0,9.0,0.0,1.0,25.0,-7.0,-794.0,0.4896373056994819,0.52,-1,0,0,0,0,1,0
0,0,0,1,1,0,1,3,3.0,3.0,2.0,5.0,2.0,1.0,108.0,0.0,-441.0,0.4909560723514212,0.5555555555555556,1,0,0,1,0,0,0
0,2,0,0,1,0,0,1,2.0,4.0,2.0,6.0,2.0,2.0,117.0,-4.0,-582.0,0.4896907216494845,0.6666666666666666,-1,0,0,1,0,0,0
1,2,0,1,0,1,1,3,0.0,1.0,3.0,3.0,0.0,1.0,139.0,20.0,901.0,0.4884318766066838,0.6,-2,0,0,1,0,0,0
0,2,0,0,0,1,0,0,3.0,3.0,4.0,7.0,3.0,1.0,88.0,5.0,-103.0,0.4897435897435897,0.6363636363636364,1,0,0,1,0,0,0
0,5,0,0,1,1,0,0,0.0,1.0,3.0,8.0,2.0,2.0,24.0,1.0,630.0,0.4884910485933504,1.0,-1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,1.0,1.0,2.0,6.0,0.0,2.0,133.0,18.0,591.0,0.4872448979591837,0.5833333333333334,-2,0,0,1,0,0,0
1,1,0,1,1,1,1,2,1.0,1.0,2.0,7.0,2.0,2.0,114.0,-1.0,364.0,0.4860050890585242,0.5263157894736842,-3,0,0,1,0,0,0
0,0,0,0,0,1,0,3,2.0,4.0,1.0,5.0,0.0,2.0,106.0,-15.0,-1211.0,0.4873096446700508,0.55,1,0,0,1,0,0,0
0,2,2,1,1,1,0,0,3.0,2.0,7.0,5.0,1.0,1.0,118.0,16.0,-978.0,0.4860759493670886,0.5384615384615384,-1,0,0,1,0,0,0
1,1,0,0,1,1,0,0,2.0,4.0,1.0,5.0,0.0,1.0,94.0,3.0,-854.0,0.48484848484848486,0.5,-2,0,0,0,0,0,0
1,0,0,0,1,0,1,3,0.0,0.0,1.0,5.0,0.0,1.0,118.0,-5.0,426.0,0.48614609571788414,1.0,1,0,0,0,0,0,0
0,0,0,0,1,1,1,1,2.0,3.0,1.0,3.0,1.0,0.0,102.0,-23.0,618.0,0.48743718592964824,1.0,2,0,0,0,0,0,0
0,0,0,1,0,1,0,0,1.0,1.0,2.0,5.0,1.0,1.0,118.0,11.0,752.0,0.48621553884711777,0.6666666666666666,-1,0,0,0,0,0,0
1,2,0,1,0,0,0,3,0.0,4.0,1.0,1.0,0.0,0.0,109.0,-13.0,-683.0,0.485,0.5,-2,0,0,0,0,0,0
0,3,0,0,1,0,0,3,2.0,1.0,1.0,5.0,0.0,1.0,112.0,1.0,-17.0,0.486284289276808,0.6,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,3.0,3.0,1.0,5.0,0.0,1.0,103.0,-8.0,398.0,0.48507462686567165,0.5,-1,0,0,0,0,0,0
1,0,0,1,1,1,1,3,1.0,1.0,1.0,3.0,2.0,1.0,106.0,-16.0,-159.0,0.4838709677419355,0.5,-2,0,0,1,0,0,0
1,0,0,0,1,1,1,3,4.0,2.0,2.0,5.0,0.0,2.0,100.0,-17.0,92.0,0.48514851485148514,0.42857142857142855,1,0,0,0,0,0,0
1,2,1,0,0,1,1,1,4.0,3.0,1.0,8.0,1.0,2.0,93.0,-20.0,-851.0,0.48641975308641977,0.5238095238095238,2,0,0,1,0,0,0
1,2,0,0,0,1,0,2,4.0,1.0,1.0,7.0,3.0,2.0,121.0,44.0,1182.0,0.4876847290640394,0.5,3,1,0,0,0,0,0
1,1,0,1,1,1,1,3,2.0,4.0,1.0,6.0,1.0,1.0,100.0,-18.0,-195.0,0.48894348894348894,0.5555555555555556,4,0,0,0,0,0,0
0,1,0,0,0,1,0,3,4.0,2.0,1.0,6.0,1.0,2.0,88.0,-17.0,-344.0,0.49019607843137253,0.6,5,0,0,0,0,0,0
1,3,0,1,1,1,1,0,2.0,1.0,4.0,5.0,0.0,2.0,115.0,9.0,355.0,0.4889975550122249,0.5454545454545454,-1,0,0,0,0,0,0
0,5,0,1,1,0,1,2,5.0,2.0,1.0,1.0,0.0,0.0,102.0,-8.0,120.0,0.4902439024390244,0.5217391304347826,1,0,0,0,0,0,0
0,1,0,1,0,0,0,2,0.0,3.0,1.0,4.0,0.0,0.0,102.0,13.0,-280.0,0.48905109489051096,0.5454545454545454,-1,0,0,1,0,0,0
0,0,0,0,1,1,1,0,0.0,1.0,0.0,1.0,1.0,0.0,76.0,-46.0,-914.0,0.4878640776699029,0.5,-2,0,0,0,0,0,0
0,1,0,0,1,0,0,1,3.0,3.0,2.0,4.0,0.0,0.0,84.0,-25.0,-1081.0,0.48668280871670705,0.5833333333333334,-3,0,0,0,0,0,0
1,0,0,1,0,1,1,0,2.0,3.0,5.0,11.0,4.0,2.0,28.0,10.0,-485.0,0.4855072463768116,0.5294117647058824,-4,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0.0,2.0,3.0,7.0,0.0,1.0,12.0,-2.0,-269.0,0.4867469879518072,0.0,1,0,0,0,0,1,0
0,3,0,0,0,0,0,2,2.0,1.0,1.0,5.0,2.0,1.0,107.0,14.0,-93.0,0.4855769230769231,0.5384615384615384,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0,3.0,6.0,10.0,2.0,2.0,24.0,12.0,-574.0,0.4844124700239808,0.5384615384615384,-2,0,0,0,0,1,0
0,1,0,1,1,0,1,3,0.0,1.0,4.0,6.0,2.0,1.0,19.0,-9.0,397.0,0.48325358851674644,0.5,-3,0,0,0,0,1,0
0,0,0,1,0,0,1,3,0.0,1.0,3.0,6.0,2.0,1.0,14.0,-1.0,-813.0,0.4821002386634845,0.0,-4,0,0,0,0,1,0
1,0,0,1,0,0,0,3,1.0,0.0,1.0,4.0,0.0,1.0,90.0,-39.0,-967.0,0.48095238095238096,0.25,-5,0,0,0,0,0,0
0,1,1,0,1,0,0,0,3.0,2.0,5.0,5.0,0.0,1.0,94.0,-3.0,-844.0,0.4821852731591449,0.3333333333333333,1,0,0,0,0,0,0
1,4,0,0,1,1,1,0,3.0,0.0,0.0,3.0,1.0,0.0,126.0,17.0,333.0,0.48104265402843605,0.3,-1,0,0,0,0,0,0
1,0,0,0,0,1,1,0,0.0,3.0,2.0,3.0,0.0,0.0,96.0,-29.0,-96.0,0.48226950354609927,0.47619047619047616,1,0,0,0,0,0,0
1,0,0,0,0,1,0,1,2.0,0.0,1.0,5.0,1.0,1.0,120.0,6.0,1023.0,0.4834905660377358,0.36363636363636365,2,0,0,0,0,0,0
1,2,0,1,1,1,1,0,6.0,2.0,2.0,5.0,0.0,1.0,91.0,-9.0,642.0,0.48470588235294115,0.4166666666666667,3,1,0,0,0,0,0
0,3,0,0,1,1,0,0,2.0,1.0,0.0,5.0,0.0,1.0,123.0,-9.0,-395.0,0.4859154929577465,0.46153846153846156,4,0,0,0,0,0,0
1,3,0,0,0,1,1,1,6.0,3.0,3.0,6.0,0.0,1.0,101.0,11.0,1474.0,0.4847775175644028,0.42857142857142855,-1,0,0,0,0,0,0
1,2,0,1,1,1,1,0,3.0,1.0,1.0,3.0,0.0,1.0,122.0,44.0,1837.0,0.48598130841121495,0.4666666666666667,1,0,0,0,0,0,0
0,0,1,0,1,0,0,3,4.0,2.0,0.0,7.0,0.0,2.0,103.0,-11.0,-542.0,0.48717948717948717,0.5,2,0,0,0,0,0,0
1,3,0,1,1,0,0,3,3.0,0.0,2.0,4.0,1.0,0.0,125.0,27.0,1189.0,0.48604651162790696,0.47058823529411764,-1,0,0,0,0,0,0
0,0,0,0,0,0,1,3,0.0,2.0,1.0,10.0,3.0,2.0,20.0,-5.0,-177.0,0.4872389791183295,0.3333333333333333,1,0,0,0,0,1,0
1,2,0,0,1,0,1,2,2.0,1.0,7.0,9.0,3.0,2.0,13.0,3.0,480.0,0.4861111111111111,0.5283018867924528,-1,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0.0,1.0,3.0,5.0,0.0,1.0,118.0,27.0,-27.0,0.48729792147806006,0.5,1,0,0,0,0,0,0
0,0,0,1,1,0,1,1,1.0,5.0,2.0,3.0,0.0,1.0,92.0,0.0,-868.0,0.4861751152073733,0.5,-1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1.0,3.0,3.0,7.0,0.0,2.0,112.0,-19.0,836.0,0.4850574712643678,0.47368421052631576,-2,0,0,0,0,0,0
0,1,0,1,1,0,1,1,1.0,2.0,1.0,5.0,0.0,1.0,111.0,-10.0,-431.0,0.48394495412844035,0.45,-3,0,0,0,0,0,0
0,1,0,1,0,0,0,4,4.0,2.0,1.0,2.0,1.0,2.0,77.0,-12.0,-294.0,0.5,0.5,0,0,1,0,0,0,1
1,4,0,1,1,1,1,6,2.0,3.0,2.0,50.0,0.0,0.0,94.0,8.0,1630.0,0.0,0.5,-1,0,0,0,1,0,1
1,1,0,0,0,0,0,4,3.0,2.0,0.0,48.0,0.0,0.0,85.0,-12.0,762.0,0.5,1.0,1,0,0,0,1,0,1
1,0,0,0,1,1,1,3,2.0,0.0,1.0,47.0,0.0,1.0,97.0,-17.0,1303.0,0.6666666666666666,1.0,2,0,0,0,1,0,1
1,3,0,0,1,0,1,5,3.0,3.0,0.0,49.0,0.0,0.0,110.0,30.0,1073.0,0.75,1.0,3,1,0,0,1,0,1
0,3,0,0,1,0,1,3,5.0,0.0,0.0,52.0,1.0,1.0,105.0,10.0,2194.0,0.8,1.0,4,0,0,0,1,0,1
1,0,0,1,1,1,1,6,1.0,2.0,9.0,3.0,3.0,3.0,90.0,5.0,343.0,0.6666666666666666,0.0,-1,0,1,0,0,0,1
0,0,0,1,0,0,0,2,0.0,5.0,3.0,2.0,0.0,2.0,74.0,-28.0,-1219.0,0.7142857142857143,0.5,1,0,1,0,0,0,1
1,0,0,1,1,1,1,2,4.0,0.0,5.0,4.0,3.0,4.0,87.0,13.0,1207.0,0.625,0.5,-1,0,1,0,0,0,1
1,0,0,0,0,0,0,6,2.0,0.0,4.0,1.0,2.0,1.0,91.0,7.0,862.0,0.6666666666666666,1.0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,6,2.0,0.0,5.0,4.0,0.0,4.0,87.0,18.0,1141.0,0.7,1.0,2,0,1,0,0,0,1
1,0,0,1,1,1,1,6,3.0,0.0,7.0,4.0,1.0,4.0,89.0,9.0,247.0,0.6363636363636364,0.6666666666666666,-1,0,1,0,0,0,1
1,0,0,0,1,0,1,3,1.0,3.0,5.0,4.0,1.0,4.0,67.0,-2.0,67.0,0.6666666666666666,0.75,1,0,1,0,0,0,1
0,0,0,0,0,1,1,5,0.0,1.0,1.0,2.0,4.0,2.0,77.0,-15.0,-323.0,0.6923076923076923,0.8,2,0,1,0,0,0,1
1,2,0,1,1,1,1,6,2.0,0.0,4.0,3.0,1.0,3.0,87.0,-21.0,-872.0,0.6428571428571429,0.6666666666666666,-1,0,1,0,0,0,1
1,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,0.0,3.0,64.0,-55.0,-2238.0,0.6666666666666666,0.7142857142857143,1,0,1,0,0,0,1
1,0,0,1,0,0,1,6,6.0,2.0,4.0,4.0,1.0,4.0,88.0,0.0,1256.0,0.6875,0.75,2,0,1,0,0,0,1
0,0,0,1,0,0,0,3,0.0,2.0,6.0,1.0,0.0,1.0,83.0,5.0,918.0,0.7058823529411765,0.7777777777777778,3,1,1,0,0,0,1
0,1,0,1,0,1,0,3,1.0,4.0,10.0,11.0,0.0,2.0,15.0,2.0,-138.0,0.6666666666666666,0.5,-1,0,0,0,0,1,1
1,0,0,0,0,1,1,1,3.0,2.0,3.0,3.0,2.0,3.0,80.0,-26.0,-1570.0,0.631578947368421,0.5,-2,0,1,0,0,0,1
1,2,0,0,1,1,1,3,2.0,0.0,6.0,3.0,0.0,3.0,79.0,-16.0,21.0,0.65,0.7,1,0,1,0,0,0,1
0,0,0,1,0,1,0,3,2.0,1.0,3.0,2.0,3.0,2.0,82.0,-6.0,16.0,0.6666666666666666,1.0,2,0,1,0,0,0,1
1,3,2,0,0,1,1,3,3.0,2.0,4.0,6.0,1.0,1.0,121.0,-8.0,483.0,0.6363636363636364,0.5,-1,0,0,0,0,0,1
0,0,0,0,0,0,0,2,0.0,3.0,0.0,5.0,2.0,0.0,97.0,-41.0,-1839.0,0.6521739130434783,1.0,1,0,0,0,0,0,1
0,1,0,0,1,0,1,2,3.0,0.0,2.0,4.0,0.0,0.0,105.0,0.0,-265.0,0.625,0.5,-1,0,0,0,0,0,1
1,0,0,0,0,0,1,3,4.0,2.0,6.0,4.0,1.0,0.0,91.0,-7.0,-439.0,0.4791666666666667,0.7272727272727273,-2,0,1,0,0,0,1
0,3,0,1,1,1,1,2,0.0,2.0,3.0,2.0,1.0,2.0,81.0,-14.0,-1102.0,0.4897959183673469,0.75,1,0,1,0,0,0,1
0,0,0,1,0,0,0,3,0.0,1.0,1.0,6.0,2.0,2.0,85.0,-6.0,-122.0,0.48,0.5,-1,0,1,0,0,0,1
0,0,0,1,0,0,1,0,4.0,4.0,4.0,1.0,0.0,1.0,77.0,-26.0,-470.0,0.4925373134328358,0.5454545454545454,-2,0,1,0,0,0,1
0,0,0,0,0,0,1,0,3.0,1.0,0.0,0.0,1.0,0.0,110.0,17.0,1210.0,0.4888888888888889,0.5294117647058824,-3,0,1,0,0,0,1
1,0,0,1,0,1,0,0,0.0,2.0,3.0,2.0,1.0,2.0,92.0,2.0,-156.0,0.4852941176470588,0.3333333333333333,-4,0,1,0,0,0,1
0,0,0,1,1,0,1,3,0.0,2.0,6.0,2.0,2.0,2.0,93.0,3.0,4.0,0.48905109489051096,0.5142857142857142,1,0,1,0,0,0,1
1,0,0,0,1,0,0,3,4.0,5.0,1.0,3.0,0.0,0.0,78.0,-52.0,-1153.0,0.4855072463768116,0.3333333333333333,-1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,1.0,1.0,2.0,2.0,2.0,2.0,83.0,-34.0,-1284.0,0.4892086330935252,0.5,1,0,1,0,0,0,1
1,0,0,1,1,1,0,3,0.0,0.0,1.0,7.0,0.0,2.0,101.0,-16.0,-170.0,0.4857142857142857,0.5,-1,0,0,0,1,0,1
1,1,0,0,1,1,0,3,2.0,0.0,2.0,5.0,1.0,1.0,112.0,18.0,1220.0,0.48936170212765956,0.5,1,0,0,0,0,0,1
0,1,0,0,0,0,0,2,2.0,0.0,1.0,5.0,1.0,0.0,104.0,-34.0,89.0,0.4965034965034965,0.6666666666666666,2,0,0,0,0,0,1
0,1,0,1,0,0,0,0,1.0,0.0,2.0,5.0,0.0,1.0,112.0,16.0,807.0,0.4930555555555556,0.3333333333333333,-1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,4.0,4.0,4.0,2.0,2.0,2.0,93.0,8.0,-117.0,0.4896551724137931,0.4864864864864865,-2,0,1,0,0,0,1
1,1,0,1,1,0,1,3,4.0,1.0,3.0,5.0,1.0,1.0,105.0,-18.0,243.0,0.4863013698630137,0.5714285714285714,-3,0,0,0,0,0,1
1,0,0,0,0,1,0,1,1.0,2.0,4.0,2.0,3.0,2.0,81.0,2.0,-409.0,0.4897959183673469,0.47368421052631576,1,0,1,0,0,0,1
0,0,0,0,0,0,0,3,5.0,1.0,3.0,3.0,2.0,3.0,90.0,6.0,20.0,0.49324324324324326,0.5,2,0,1,0,0,0,1
0,0,0,1,0,1,0,3,2.0,2.0,5.0,0.0,1.0,0.0,88.0,-8.0,-1130.0,0.4899328859060403,0.48717948717948717,-1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1.0,5.0,2.0,4.0,0.0,0.0,76.0,-59.0,-930.0,0.4866666666666667,0.625,-2,0,0,0,0,0,1
0,0,2,0,0,1,0,0,5.0,0.0,1.0,4.0,0.0,1.0,94.0,-15.0,317.0,0.48344370860927155,1.0,-3,0,0,0,1,0,1
1,0,0,1,0,0,1,3,2.0,1.0,4.0,5.0,1.0,0.0,119.0,-5.0,1049.0,0.48026315789473684,0.3333333333333333,-4,0,0,0,0,0,1
