win,turret_plates,early_roam_kills,first_blood,first_tower,first_dragon,first_rift_herald,void_grubs,min15_kills,min15_deaths,min15_assists,min15_wards_placed,min15_wards_killed,min15_control_wards,min15_cs,min15_cs_diff,min15_xp_diff,history_wr_global,history_wr_champ,racha_previa,is_MMR_check,role_JUNGLE,role_MIDDLE,role_TOP,role_UTILITY,is_flex
0,1,0,0,1,1,0,0,2.0,2.0,2.0,4.0,3.0,1.0,112.0,0.0,-28.0,0.48366013071895425,0.5,1,0,0,0,0,0,1
1,1,0,1,1,1,0,0,1.0,1.0,5.0,4.0,0.0,1.0,100.0,-5.0,297.0,0.4805194805194805,0.5,-1,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1.0,1.0,1.0,6.0,0.0,1.0,95.0,-26.0,-648.0,0.4838709677419355,0.5555555555555556,1,0,0,0,0,0,1
0,1,0,1,0,1,1,0,1.0,0.0,3.0,6.0,0.0,1.0,119.0,19.0,77.0,0.4807692307692308,0.4,-1,0,0,0,0,0,1
1,3,0,1,1,1,1,1,7.0,3.0,1.0,5.0,2.0,1.0,83.0,-11.0,744.0,0.47770700636942676,0.5,-2,0,0,0,0,0,1
1,5,0,1,1,1,1,2,2.0,1.0,0.0,1.0,2.0,1.0,92.0,-4.0,-304.0,0.4810126582278481,0.475,1,0,1,0,0,0,1
1,2,0,1,1,1,1,0,1.0,2.0,7.0,1.0,1.0,1.0,79.0,-11.0,179.0,0.48427672955974843,0.4878048780487805,2,0,1,0,0,0,1
0,0,0,0,0,1,0,1,2.0,2.0,2.0,0.0,3.0,0.0,84.0,-10.0,-583.0,0.4875,0.5,3,1,1,0,0,0,1
0,0,0,1,0,1,1,0,2.0,3.0,4.0,2.0,4.0,2.0,88.0,-18.0,-497.0,0.484472049689441,0.4883720930232558,-1,0,1,0,0,0,1
1,0,0,1,1,0,1,3,1.0,4.0,4.0,3.0,4.0,3.0,77.0,-26.0,-1397.0,0.48148148148148145,0.6923076923076923,-2,0,1,0,0,0,1
0,0,0,1,0,1,1,0,1.0,1.0,4.0,0.0,2.0,0.0,86.0,-19.0,-841.0,0.48466257668711654,0.7142857142857143,1,0,1,0,0,0,1
1,0,0,0,0,0,1,3,6.0,3.0,1.0,7.0,3.0,2.0,92.0,-2.0,216.0,0.4817073170731707,0.5454545454545454,-1,0,0,0,0,0,1
0,0,0,0,0,0,0,3,3.0,3.0,2.0,4.0,0.0,0.0,88.0,-21.0,-514.0,0.48484848484848486,0.5833333333333334,1,0,0,0,0,0,1
1,1,0,1,0,1,1,1,2.0,2.0,3.0,4.0,2.0,1.0,93.0,-16.0,-999.0,0.4819277108433735,0.5384615384615384,-1,0,0,0,0,0,1
1,0,0,1,0,0,1,1,0.0,2.0,2.0,4.0,0.0,0.0,91.0,-23.0,-864.0,0.48502994011976047,0.5714285714285714,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,1.0,3.0,0.0,6.0,1.0,1.0,93.0,-31.0,-403.0,0.4880952380952381,0.6,2,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1.0,0.0,5.0,1.0,2.0,1.0,83.0,-22.0,-420.0,0.48520710059171596,0.6666666666666666,-1,0,1,0,0,0,1
0,1,0,0,1,1,0,3,0.0,1.0,0.0,5.0,1.0,0.0,99.0,-28.0,-679.0,0.4823529411764706,0.5625,-2,0,0,0,0,0,1
1,0,0,1,0,1,1,3,0.0,1.0,0.0,3.0,0.0,0.0,77.0,-36.0,-1317.0,0.47674418604651164,0.5294117647058824,-3,0,0,0,0,0,1
1,0,0,0,1,0,1,0,1.0,2.0,3.0,2.0,4.0,2.0,86.0,-23.0,-870.0,0.4797687861271676,0.4772727272727273,1,0,1,0,0,0,1
0,0,0,0,0,0,1,3,0.0,2.0,2.0,4.0,2.0,0.0,72.0,-48.0,-846.0,0.4827586206896552,0.5555555555555556,2,0,0,0,0,0,1
0,0,0,0,0,0,0,3,0.0,4.0,0.0,6.0,1.0,0.0,52.0,-69.0,-2625.0,0.48,0.6666666666666666,-1,0,0,0,1,0,1
0,0,0,1,0,1,0,2,1.0,2.0,1.0,1.0,2.0,1.0,83.0,1.0,-385.0,0.4772727272727273,0.4888888888888889,-2,0,1,0,0,0,1
1,0,0,0,1,1,1,3,0.0,3.0,8.0,12.0,4.0,3.0,13.0,-14.0,-689.0,0.4745762711864407,0.0,-3,0,0,0,0,1,1
0,0,0,1,0,0,1,3,0.0,3.0,2.0,20.0,4.0,0.0,21.0,2.0,-1252.0,0.47752808988764045,0.5,1,0,0,0,0,1,1
1,0,0,0,1,1,1,3,1.0,3.0,3.0,5.0,0.0,1.0,66.0,-41.0,-1057.0,0.4748603351955307,0.5,-1,0,0,0,1,0,1
0,0,0,0,0,0,1,0,0.0,1.0,8.0,16.0,3.0,5.0,20.0,-7.0,-108.0,0.4777777777777778,0.5,1,0,0,0,0,1,1
1,1,0,0,0,1,1,3,0.0,1.0,7.0,16.0,2.0,4.0,16.0,-2.0,-932.0,0.47513812154696133,0.5,-1,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0.0,4.0,4.0,11.0,2.0,4.0,23.0,-5.0,-1147.0,0.47802197802197804,1.0,1,0,0,0,0,1,1
1,0,0,0,0,1,1,0,1.0,2.0,5.0,12.0,2.0,2.0,12.0,-5.0,-1206.0,0.47540983606557374,0.3333333333333333,-1,0,0,0,0,1,1
1,0,0,0,0,0,0,3,0.0,2.0,6.0,12.0,5.0,2.0,23.0,2.0,328.0,0.4782608695652174,0.5,1,0,0,0,0,1,1
1,2,1,0,1,0,1,3,1.0,2.0,7.0,10.0,3.0,2.0,23.0,-3.0,125.0,0.4810810810810811,1.0,2,0,0,0,0,1,1
0,0,0,1,0,1,0,3,0.0,1.0,2.0,11.0,4.0,0.0,23.0,13.0,-97.0,0.4838709677419355,1.0,3,1,0,0,0,1,1
0,0,0,1,1,1,0,0,0.0,2.0,7.0,13.0,3.0,2.0,23.0,11.0,183.0,0.48128342245989303,0.0,-1,0,0,0,0,1,1
0,2,0,0,0,0,1,3,2.0,0.0,1.0,4.0,0.0,1.0,123.0,-14.0,377.0,0.4787234042553192,0.6666666666666666,-2,0,0,0,1,0,1
1,0,0,0,1,0,1,3,0.0,2.0,1.0,13.0,2.0,2.0,25.0,-5.0,-642.0,0.47619047619047616,0.5,-3,0,0,0,0,1,1
0,1,0,1,0,1,0,0,1.0,3.0,4.0,13.0,0.0,2.0,14.0,-6.0,-1179.0,0.4789473684210526,0.6666666666666666,1,0,0,0,0,1,1
1,0,1,0,1,0,1,3,2.0,1.0,4.0,12.0,1.0,2.0,22.0,-2.0,1019.0,0.47643979057591623,0.5,-1,0,0,0,0,1,1
1,2,0,1,1,1,0,3,1.0,3.0,3.0,10.0,2.0,3.0,19.0,-7.0,-640.0,0.4791666666666667,0.5,1,0,0,0,0,1,1
0,0,1,0,0,1,0,1,2.0,2.0,2.0,11.0,2.0,3.0,17.0,6.0,-65.0,0.48186528497409326,0.5,2,0,0,0,0,1,1
1,0,0,1,1,1,0,3,0.0,1.0,4.0,15.0,4.0,4.0,16.0,-4.0,-1313.0,0.4793814432989691,0.6,-1,0,0,0,0,1,1
0,3,0,1,1,1,1,3,0.0,1.0,7.0,10.0,4.0,3.0,21.0,-4.0,64.0,0.48205128205128206,0.6666666666666666,1,0,0,0,0,1,1
1,0,0,0,1,0,1,3,1.0,1.0,3.0,10.0,1.0,1.0,21.0,2.0,-44.0,0.47959183673469385,0.5,-1,0,0,0,0,1,1
0,0,0,0,0,1,1,0,1.0,2.0,7.0,2.0,1.0,2.0,81.0,-23.0,-723.0,0.48223350253807107,0.4782608695652174,1,0,1,0,0,0,1
0,0,0,0,0,0,0,3,1.0,1.0,3.0,2.0,4.0,2.0,83.0,-25.0,-1239.0,0.4797979797979798,0.46808510638297873,-1,0,1,0,0,0,1
0,1,0,1,1,1,0,0,0.0,1.0,2.0,0.0,1.0,0.0,80.0,-25.0,-1573.0,0.47738693467336685,0.4583333333333333,-2,0,1,0,0,0,1
0,0,0,1,0,1,1,3,0.0,2.0,8.0,13.0,2.0,4.0,11.0,-16.0,-1041.0,0.475,0.6,-3,0,0,0,0,1,1
0,0,0,0,0,1,0,3,0.0,2.0,6.0,9.0,4.0,3.0,16.0,-7.0,-1222.0,0.472636815920398,0.5,-4,0,0,0,0,1,1
1,0,0,1,1,1,1,3,0.0,1.0,2.0,4.0,0.0,0.0,98.0,-21.0,-655.0,0.47029702970297027,0.3333333333333333,-5,0,0,0,0,0,1
1,0,0,1,1,0,1,3,0.0,3.0,2.0,5.0,0.0,1.0,85.0,-30.0,-871.0,0.4729064039408867,0.42857142857142855,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,3.0,0.0,5.0,6.0,1.0,1.0,100.0,-35.0,142.0,0.47549019607843135,0.5263157894736842,2,0,0,0,0,0,1
0,0,0,0,0,1,0,3,0.0,1.0,2.0,8.0,4.0,1.0,29.0,5.0,-965.0,0.47317073170731705,0.5714285714285714,-1,0,0,0,0,1,1
1,2,0,0,1,0,1,3,2.0,2.0,3.0,9.0,0.0,1.0,23.0,3.0,162.0,0.470873786407767,0.6666666666666666,-2,0,0,0,0,1,1
1,0,0,1,0,0,0,0,5.0,0.0,4.0,4.0,3.0,2.0,72.0,-40.0,-565.0,0.47342995169082125,0.625,1,0,1,0,0,0,1
1,0,0,1,1,1,0,3,1.0,2.0,9.0,11.0,1.0,2.0,17.0,-12.0,1005.0,0.47596153846153844,0.75,2,0,0,0,0,1,1
0,0,0,1,0,1,0,0,2.0,1.0,7.0,8.0,1.0,2.0,21.0,13.0,925.0,0.4784688995215311,0.8,3,1,0,0,0,1,1
0,1,0,1,1,1,1,3,0.0,2.0,2.0,12.0,3.0,4.0,19.0,4.0,-977.0,0.47619047619047616,0.5,-1,0,0,0,0,1,1
0,0,0,1,1,1,0,2,4.0,1.0,3.0,1.0,1.0,1.0,71.0,-25.0,86.0,0.47393364928909953,0.6470588235294118,-2,0,1,0,0,0,1
1,0,1,1,1,1,1,3,3.0,3.0,3.0,2.0,1.0,0.0,85.0,-40.0,-850.0,0.4716981132075472,0.5,-3,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1.0,3.0,2.0,4.0,0.0,0.0,78.0,-40.0,-1515.0,0.47417840375586856,0.5555555555555556,1,0,0,0,0,0,1
0,0,0,0,1,1,1,0,1.0,2.0,2.0,5.0,0.0,1.0,87.0,-23.0,-1046.0,0.4719626168224299,0.5,-1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0.0,1.0,3.0,14.0,0.0,3.0,22.0,-4.0,0.0,0.4697674418604651,0.6666666666666666,-2,0,0,0,0,1,1
1,2,0,0,0,0,0,0,1.0,3.0,5.0,12.0,3.0,3.0,18.0,-6.0,-789.0,0.4722222222222222,0.7142857142857143,1,0,0,0,0,1,1
0,1,0,0,0,1,1,0,0.0,3.0,6.0,13.0,1.0,3.0,14.0,4.0,801.0,0.47465437788018433,0.5,2,0,0,0,0,1,1
0,0,0,1,0,0,1,3,3.0,5.0,6.0,10.0,1.0,1.0,21.0,0.0,172.0,0.4724770642201835,0.75,-1,0,0,0,0,1,1
1,0,0,0,1,0,0,1,4.0,1.0,9.0,2.0,1.0,2.0,66.0,-17.0,-108.0,0.4703196347031963,0.6111111111111112,-2,0,1,0,0,0,1
1,0,0,0,0,0,0,0,3.0,2.0,1.0,3.0,1.0,3.0,67.0,-18.0,-434.0,0.4727272727272727,0.631578947368421,1,0,1,0,0,0,1
1,1,0,1,1,1,1,3,1.0,1.0,7.0,10.0,2.0,2.0,28.0,6.0,-30.0,0.4751131221719457,0.6666666666666666,2,0,0,0,0,1,1
1,1,0,0,0,1,1,0,1.0,4.0,2.0,8.0,2.0,2.0,21.0,-5.0,-887.0,0.4774774774774775,0.0,3,1,0,0,0,1,1
0,0,0,0,0,1,1,1,0.0,2.0,3.0,10.0,2.0,3.0,20.0,3.0,-514.0,0.4798206278026906,0.4444444444444444,4,0,0,0,0,1,1
0,0,0,0,1,1,1,0,0.0,0.0,3.0,1.0,2.0,1.0,79.0,-37.0,-1213.0,0.47767857142857145,0.65,-1,0,1,0,0,0,1
1,1,0,0,0,0,0,3,1.0,2.0,0.0,10.0,2.0,1.0,32.0,13.0,-557.0,0.47555555555555556,0.7,-2,0,0,0,0,1,1
0,0,0,0,1,0,1,3,0.0,1.0,3.0,3.0,1.0,3.0,80.0,-7.0,49.0,0.4778761061946903,0.6190476190476191,1,0,1,0,0,0,1
1,0,0,1,1,0,1,3,1.0,2.0,0.0,10.0,2.0,1.0,29.0,0.0,-930.0,0.47577092511013214,0.7272727272727273,-1,0,0,0,0,1,1
0,0,0,1,1,1,0,1,1.0,0.0,3.0,12.0,2.0,2.0,19.0,-1.0,348.0,0.4780701754385965,0.75,1,0,0,0,0,1,1
1,3,0,0,1,1,1,3,0.0,0.0,5.0,11.0,1.0,3.0,19.0,-1.0,-596.0,0.4759825327510917,0.6923076923076923,-1,0,0,0,0,1,1
0,0,0,1,0,0,1,3,2.0,0.0,5.0,10.0,2.0,3.0,30.0,10.0,737.0,0.4782608695652174,0.7142857142857143,1,0,0,0,0,1,1
1,0,0,0,1,1,1,1,1.0,1.0,7.0,4.0,0.0,4.0,80.0,-11.0,602.0,0.47619047619047616,0.5909090909090909,-1,0,1,0,0,0,1
1,3,0,0,1,1,0,2,1.0,1.0,2.0,3.0,0.0,0.0,103.0,-12.0,207.0,0.47844827586206895,0.45454545454545453,1,0,0,0,0,0,1
1,2,0,1,1,1,1,3,0.0,0.0,11.0,14.0,4.0,3.0,22.0,13.0,23.0,0.48068669527896996,0.6666666666666666,2,0,0,0,0,1,1
1,0,0,0,0,0,1,3,2.0,0.0,5.0,3.0,1.0,3.0,95.0,21.0,587.0,0.4829059829059829,0.6086956521739131,3,1,1,0,0,0,1
1,1,1,1,1,1,1,0,3.0,1.0,2.0,14.0,4.0,3.0,25.0,6.0,-829.0,0.4851063829787234,0.6875,4,0,0,0,0,1,1
0,0,0,0,0,1,1,0,4.0,3.0,5.0,11.0,3.0,3.0,28.0,13.0,1010.0,0.4872881355932203,0.7058823529411765,5,0,0,0,0,1,1
1,0,0,1,1,1,1,3,1.0,1.0,4.0,2.0,1.0,2.0,91.0,-10.0,-508.0,0.48523206751054854,0.625,-1,0,1,0,0,0,1
0,0,0,0,0,0,0,2,1.0,1.0,0.0,3.0,3.0,3.0,93.0,-11.0,-496.0,0.48739495798319327,0.64,1,0,1,0,0,0,1
1,0,0,1,1,0,0,3,2.0,1.0,3.0,14.0,6.0,5.0,23.0,-6.0,-281.0,0.48535564853556484,0.6666666666666666,-1,0,0,0,0,1,1
1,3,0,1,1,1,1,3,1.0,0.0,7.0,12.0,3.0,4.0,16.0,-4.0,-109.0,0.4875,0.6842105263157895,1,0,0,0,0,1,1
1,0,0,0,0,0,1,3,1.0,0.0,4.0,2.0,3.0,2.0,90.0,-6.0,-343.0,0.4896265560165975,0.6153846153846154,2,0,1,0,0,0,1
0,0,0,1,0,0,1,1,1.0,2.0,5.0,11.0,5.0,3.0,26.0,10.0,76.0,0.49173553719008267,0.7,3,1,0,0,0,1,1
0,1,0,1,0,1,0,0,3.0,3.0,7.0,14.0,5.0,5.0,19.0,1.0,68.0,0.4897119341563786,0.6666666666666666,-1,0,0,0,0,1,1
0,0,0,0,1,1,0,0,0.0,2.0,6.0,13.0,3.0,2.0,24.0,10.0,-574.0,0.48770491803278687,0.6363636363636364,-2,0,0,0,0,1,1
1,0,0,0,0,1,1,3,1.0,1.0,7.0,2.0,3.0,2.0,87.0,-14.0,207.0,0.4857142857142857,0.6296296296296297,-3,0,1,0,0,0,1
1,0,0,1,1,1,1,3,3.0,1.0,6.0,2.0,1.0,2.0,91.0,-10.0,255.0,0.4878048780487805,0.6428571428571429,1,0,1,0,0,0,1
0,0,0,1,1,0,1,3,0.0,2.0,5.0,1.0,3.0,1.0,86.0,-10.0,-133.0,0.4898785425101215,0.6551724137931034,2,0,1,0,0,0,1
1,0,0,0,1,1,1,3,1.0,1.0,6.0,2.0,3.0,2.0,94.0,-31.0,-1868.0,0.4879032258064516,0.6333333333333333,-1,0,1,0,0,0,1
1,0,0,0,1,0,1,3,0.0,1.0,3.0,3.0,1.0,3.0,91.0,-9.0,-245.0,0.4899598393574297,0.6451612903225806,1,0,1,0,0,0,1
1,0,0,0,1,1,1,3,1.0,2.0,3.0,2.0,4.0,2.0,86.0,-2.0,-437.0,0.492,0.65625,2,0,1,0,0,0,1
0,0,0,0,1,0,0,3,1.0,0.0,5.0,2.0,2.0,2.0,80.0,-28.0,-731.0,0.4940239043824701,0.6666666666666666,3,1,1,0,0,0,1
0,0,1,0,1,1,1,2,1.0,4.0,4.0,12.0,3.0,4.0,24.0,-1.0,-701.0,0.49206349206349204,0.6086956521739131,-1,0,0,0,0,1,1
1,0,0,0,0,1,0,3,1.0,1.0,0.0,4.0,0.0,0.0,98.0,-58.0,-747.0,0.4901185770750988,0.5,-2,0,0,0,0,0,1
0,0,0,0,0,0,1,1,1.0,1.0,3.0,0.0,2.0,0.0,86.0,-15.0,-418.0,0.4921259842519685,0.6470588235294118,1,0,1,0,0,0,1
0,0,0,0,0,1,0,0,2.0,1.0,0.0,12.0,3.0,3.0,30.0,0.0,299.0,0.49019607843137253,0.5833333333333334,-1,0,0,0,0,1,1
1,0,0,0,1,1,1,1,1.0,3.0,2.0,2.0,0.0,2.0,78.0,-27.0,-1596.0,0.48828125,0.6285714285714286,-2,0,1,0,0,0,1
1,0,0,1,1,1,1,0,3.0,4.0,2.0,2.0,1.0,2.0,77.0,-35.0,-712.0,0.490272373540856,0.6388888888888888,1,0,1,0,0,0,1
1,0,0,0,0,0,1,3,0.0,2.0,3.0,3.0,2.0,3.0,82.0,-10.0,-588.0,0.49224806201550386,0.6486486486486487,2,0,1,0,0,0,1
1,0,0,1,1,0,1,1,0.0,1.0,0.0,5.0,3.0,0.0,116.0,-21.0,-244.0,0.4942084942084942,0.5384615384615384,3,1,0,0,0,0,1
1,0,0,0,1,1,0,1,3.0,1.0,5.0,2.0,1.0,2.0,96.0,-20.0,-357.0,0.49615384615384617,0.6578947368421053,4,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0.0,1.0,3.0,2.0,2.0,2.0,75.0,-30.0,-1035.0,0.49808429118773945,0.6666666666666666,5,0,1,0,0,0,1
0,0,0,1,0,0,1,3,0.0,0.0,0.0,4.0,1.0,0.0,126.0,-14.0,63.0,0.4961832061068702,0.5714285714285714,-1,0,0,0,0,0,1
0,2,0,1,1,0,0,3,2.0,1.0,1.0,7.0,1.0,2.0,120.0,20.0,-337.0,0.49429657794676807,0.6666666666666666,-2,0,0,0,0,0,1
0,3,0,0,1,1,1,2,3.0,1.0,2.0,4.0,1.0,1.0,99.0,-21.0,-370.0,0.49242424242424243,0.5333333333333333,-3,0,0,0,0,0,1
1,0,0,1,1,1,0,3,0.0,0.0,6.0,4.0,1.0,4.0,100.0,8.0,631.0,0.49056603773584906,0.65,-4,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0.0,2.0,0.0,3.0,0.0,3.0,92.0,-18.0,-1128.0,0.4924812030075188,0.6585365853658537,1,0,1,0,0,0,1
0,0,0,1,0,0,1,3,2.0,2.0,4.0,1.0,0.0,1.0,85.0,-23.0,-1118.0,0.49063670411985016,0.6428571428571429,-1,0,1,0,0,0,1
0,0,0,1,0,1,0,0,1.0,1.0,4.0,12.0,2.0,2.0,31.0,0.0,67.0,0.48880597014925375,0.56,-2,0,0,0,0,1,1
1,0,0,1,0,0,1,3,0.0,3.0,7.0,14.0,2.0,4.0,17.0,0.0,-485.0,0.48698884758364314,0.42857142857142855,-3,0,0,0,0,1,1
1,0,0,0,0,1,1,3,2.0,0.0,4.0,11.0,5.0,2.0,23.0,3.0,50.0,0.4888888888888889,0.3333333333333333,1,0,0,0,0,1,1
1,1,0,1,1,0,1,3,1.0,0.0,6.0,8.0,3.0,2.0,24.0,-2.0,585.0,0.4907749077490775,0.5,2,0,0,0,0,1,1
0,0,0,1,1,0,0,2,0.0,3.0,0.0,10.0,6.0,3.0,28.0,15.0,-1687.0,0.49264705882352944,0.6,3,1,0,0,0,1,1
0,0,0,1,0,0,0,0,0.0,1.0,5.0,12.0,2.0,2.0,30.0,10.0,-264.0,0.4908424908424908,0.5384615384615384,-1,0,0,0,0,1,1
1,0,0,1,0,1,1,0,0.0,3.0,4.0,11.0,2.0,2.0,18.0,-1.0,576.0,0.48905109489051096,0.5,-2,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0.0,2.0,6.0,13.0,2.0,2.0,19.0,-1.0,172.0,0.4909090909090909,0.5555555555555556,1,0,0,0,0,1,1
1,0,0,0,1,0,1,3,1.0,7.0,5.0,11.0,2.0,1.0,18.0,6.0,-1530.0,0.4891304347826087,0.5185185185185185,-1,0,0,0,0,1,1
0,0,0,0,0,1,0,2,5.0,4.0,6.0,10.0,1.0,2.0,12.0,-2.0,-266.0,0.49097472924187724,0.5357142857142857,1,0,0,0,0,1,1
0,0,0,0,0,0,0,1,1.0,4.0,4.0,10.0,2.0,2.0,22.0,6.0,-84.0,0.4892086330935252,0.5172413793103449,-1,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0.0,1.0,1.0,10.0,2.0,3.0,15.0,-4.0,-1143.0,0.4874551971326165,0.5,-2,0,0,0,0,1,1
0,0,0,0,0,1,0,3,1.0,2.0,3.0,2.0,3.0,2.0,90.0,9.0,-569.0,0.4857142857142857,0.627906976744186,-3,0,1,0,0,0,1
1,0,0,0,1,1,1,0,2.0,0.0,1.0,2.0,0.0,0.0,91.0,2.0,902.0,0.48398576512455516,0.5,-4,0,0,0,0,0,1
1,0,0,1,1,1,1,2,2.0,1.0,4.0,5.0,0.0,0.0,103.0,-14.0,621.0,0.4858156028368794,0.5294117647058824,1,0,0,0,0,0,1
0,0,0,1,0,0,0,3,1.0,0.0,3.0,5.0,2.0,1.0,110.0,-4.0,-421.0,0.4876325088339223,0.5555555555555556,2,0,0,0,0,0,1
1,2,0,0,1,0,1,2,2.0,1.0,0.0,5.0,0.0,0.0,118.0,21.0,941.0,0.4859154929577465,0.5263157894736842,-1,0,0,0,0,0,1
1,4,0,1,1,1,1,3,7.0,1.0,0.0,5.0,2.0,1.0,114.0,15.0,672.0,0.48771929824561405,0.55,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,2.0,5.0,1.0,3.0,0.0,0.0,89.0,-26.0,-1425.0,0.48951048951048953,0.5714285714285714,2,0,0,0,0,0,1
0,1,0,0,0,0,0,0,3.0,1.0,0.0,3.0,0.0,1.0,111.0,-1.0,1376.0,0.4878048780487805,0.5,-1,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0.0,3.0,0.0,5.0,0.0,1.0,86.0,-47.0,-1573.0,0.4861111111111111,0.5454545454545454,-2,0,0,0,0,0,1
1,1,0,0,1,0,0,3,1.0,0.0,7.0,2.0,1.0,1.0,86.0,-4.0,331.0,0.4844290657439446,0.4,-3,0,1,0,0,0,1
1,0,0,0,0,1,1,3,1.0,4.0,4.0,2.0,0.0,2.0,60.0,-30.0,-966.0,0.4862068965517241,0.5,1,0,1,0,0,0,1
0,0,0,1,1,0,1,3,6.0,2.0,0.0,1.0,2.0,1.0,98.0,17.0,874.0,0.4879725085910653,0.6136363636363636,2,0,1,0,0,0,1
1,0,0,0,0,0,1,3,4.0,2.0,5.0,2.0,2.0,2.0,88.0,-17.0,-375.0,0.4863013698630137,0.6,-1,0,1,0,0,0,1
0,0,0,1,0,0,0,0,1.0,3.0,2.0,2.0,3.0,2.0,89.0,-20.0,-1445.0,0.4880546075085324,0.5714285714285714,1,0,1,0,0,0,1
1,0,0,1,1,0,0,3,1.0,3.0,3.0,2.0,0.0,1.0,70.0,-35.0,-2023.0,0.48639455782312924,0.6086956521739131,-1,0,1,0,0,0,1
0,0,0,1,1,1,1,3,3.0,0.0,4.0,3.0,0.0,3.0,81.0,7.0,1109.0,0.488135593220339,0.6170212765957447,1,0,1,0,0,0,1
0,0,0,1,1,1,1,0,3.0,0.0,2.0,0.0,3.0,0.0,69.0,-42.0,-2183.0,0.4864864864864865,0.6041666666666666,-1,0,1,0,0,0,1
0,0,0,1,0,1,0,0,0.0,1.0,0.0,5.0,0.0,1.0,101.0,-30.0,-1411.0,0.48484848484848486,0.2857142857142857,-2,0,0,0,0,0,1
